age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
59,retired,married,university,yes,no,telephone,jun,wed,109,9,999,0,nonexistent,no
34,technician,divorced,basic,no,no,telephone,jun,wed,105,1,999,0,nonexistent,no
40,admin,married,high_school,yes,yes,telephone,jun,wed,73,10,999,0,nonexistent,no
26,technician,single,university,yes,no,telephone,jun,wed,153,1,999,0,nonexistent,no
34,admin,married,high_school,no,no,telephone,jun,wed,638,1,999,0,nonexistent,yes
31,services,single,high_school,yes,yes,telephone,jun,wed,216,1,999,0,nonexistent,no
36,blue-collar,single,basic,no,no,telephone,jun,wed,377,1,999,0,nonexistent,no
27,student,single,university,yes,no,telephone,jun,wed,235,2,999,0,nonexistent,no
57,blue-collar,married,basic,yes,yes,telephone,jun,wed,367,2,999,0,nonexistent,no
39,blue-collar,married,basic,yes,yes,telephone,jun,wed,141,1,999,0,nonexistent,no
30,services,single,high_school,no,no,telephone,jun,wed,324,1,999,0,nonexistent,no
28,blue-collar,single,basic,yes,no,telephone,jun,wed,525,1,999,0,nonexistent,no
25,student,single,high_school,no,yes,telephone,jun,wed,433,2,999,0,nonexistent,no
32,housemaid,married,university,yes,no,telephone,jun,wed,52,1,999,0,nonexistent,no
25,admin,married,university,yes,no,telephone,jun,wed,149,8,999,0,nonexistent,no
42,admin,divorced,university,no,no,telephone,jun,wed,140,1,999,0,nonexistent,no
31,blue-collar,married,high_school,no,no,telephone,jun,wed,544,1,999,0,nonexistent,no
53,management,married,university,unknown,unknown,telephone,jun,wed,232,1,999,0,nonexistent,no
35,blue-collar,married,high_school,no,no,telephone,jun,wed,344,2,999,0,nonexistent,no
34,technician,divorced,basic,no,no,telephone,jun,wed,156,3,999,0,nonexistent,no
41,blue-collar,married,basic,no,no,telephone,jun,wed,81,1,999,0,nonexistent,no
45,management,married,unknown,yes,no,telephone,jun,wed,61,6,999,0,nonexistent,no
25,admin,single,university,no,no,telephone,jun,wed,188,2,999,0,nonexistent,no
41,entrepreneur,married,basic,yes,no,telephone,jun,wed,95,2,999,0,nonexistent,no
40,blue-collar,married,basic,no,no,telephone,jun,wed,69,1,999,0,nonexistent,no
36,blue-collar,single,basic,unknown,unknown,telephone,jun,wed,1224,7,999,0,nonexistent,no
36,admin,married,basic,no,no,telephone,jun,wed,121,3,999,0,nonexistent,no
26,blue-collar,married,basic,no,no,telephone,jun,wed,49,1,999,0,nonexistent,no
32,blue-collar,married,basic,no,no,telephone,jun,wed,489,5,999,0,nonexistent,no
29,admin,single,high_school,yes,no,telephone,jun,wed,184,2,999,0,nonexistent,no
39,technician,married,university,no,no,telephone,jun,wed,249,2,999,0,nonexistent,no
48,admin,divorced,university,yes,no,telephone,jun,wed,37,1,999,0,nonexistent,no
52,management,divorced,university,no,no,telephone,jun,wed,208,4,999,0,nonexistent,no
36,entrepreneur,married,university,yes,yes,telephone,jun,wed,135,1,999,0,nonexistent,no
51,blue-collar,married,basic,no,no,telephone,jun,wed,119,1,999,0,nonexistent,no
28,admin,married,high_school,no,no,telephone,jun,wed,84,3,999,0,nonexistent,no
45,blue-collar,married,high_school,no,no,telephone,jun,wed,341,4,999,0,nonexistent,no
31,blue-collar,single,basic,no,no,telephone,jun,wed,87,2,999,0,nonexistent,no
54,entrepreneur,married,university,yes,no,telephone,jun,wed,39,2,999,0,nonexistent,no
49,blue-collar,married,unknown,no,no,telephone,jun,wed,112,4,999,0,nonexistent,no
55,retired,divorced,university,yes,no,telephone,jun,wed,69,4,999,0,nonexistent,no
25,services,single,high_school,no,yes,telephone,jun,wed,729,2,999,0,nonexistent,no
46,admin,divorced,university,yes,no,telephone,jun,wed,165,2,999,0,nonexistent,no
52,technician,married,high_school,yes,no,telephone,jun,wed,122,1,999,0,nonexistent,no
30,blue-collar,married,basic,no,no,telephone,jun,wed,201,2,999,0,nonexistent,no
54,admin,married,university,yes,no,telephone,jun,wed,79,10,999,0,nonexistent,no
37,blue-collar,married,basic,yes,no,telephone,jun,wed,140,2,999,0,nonexistent,no
33,technician,divorced,university,no,no,telephone,jun,wed,128,1,999,0,nonexistent,no
34,services,married,university,no,no,telephone,jun,wed,175,1,999,0,nonexistent,no
42,blue-collar,married,basic,no,yes,telephone,jun,wed,292,1,999,0,nonexistent,no
26,services,married,high_school,no,yes,telephone,jun,wed,570,11,999,0,nonexistent,no
44,entrepreneur,single,university,no,no,telephone,jun,thu,75,1,999,0,nonexistent,no
23,services,single,university,no,no,telephone,jun,thu,169,1,999,0,nonexistent,no
52,blue-collar,married,basic,yes,no,telephone,jun,thu,112,2,999,0,nonexistent,no
34,admin,married,university,no,no,telephone,jun,thu,283,1,999,0,nonexistent,no
54,admin,divorced,university,no,no,telephone,jun,thu,172,1,999,0,nonexistent,no
37,admin,married,university,no,no,telephone,jun,thu,63,1,999,0,nonexistent,no
32,blue-collar,married,basic,yes,no,telephone,jun,thu,155,1,999,0,nonexistent,no
41,housemaid,married,high_school,yes,no,telephone,jun,thu,41,1,999,0,nonexistent,no
32,admin,married,university,no,no,telephone,jun,thu,47,1,999,0,nonexistent,no
28,technician,single,university,no,no,telephone,jun,thu,492,2,999,0,nonexistent,no
41,blue-collar,married,basic,no,yes,telephone,jun,thu,327,2,999,0,nonexistent,no
46,admin,married,high_school,no,no,telephone,jun,thu,428,1,999,0,nonexistent,no
41,technician,married,basic,no,no,telephone,jun,thu,41,1,999,0,nonexistent,no
23,services,single,university,no,no,telephone,jun,thu,202,1,999,0,nonexistent,no
52,blue-collar,divorced,basic,no,no,telephone,jun,thu,910,2,999,0,nonexistent,yes
46,blue-collar,married,university,no,no,telephone,jun,thu,1446,1,999,0,nonexistent,yes
31,blue-collar,divorced,basic,yes,no,telephone,jun,thu,166,2,999,0,nonexistent,no
43,blue-collar,single,university,no,no,telephone,jun,thu,133,1,999,0,nonexistent,no
58,housemaid,married,basic,yes,no,telephone,jun,thu,190,1,999,0,nonexistent,no
43,unemployed,married,university,yes,no,telephone,jun,thu,409,1,999,0,nonexistent,no
38,services,married,basic,no,yes,telephone,jun,thu,90,1,999,0,nonexistent,no
40,admin,divorced,high_school,no,no,telephone,jun,thu,170,1,999,0,nonexistent,no
31,blue-collar,married,basic,no,no,telephone,jun,thu,47,1,999,0,nonexistent,no
56,blue-collar,married,basic,yes,yes,telephone,jun,thu,36,2,999,0,nonexistent,no
53,blue-collar,married,basic,no,no,telephone,jun,thu,627,1,999,0,nonexistent,no
36,management,married,university,no,no,telephone,jun,thu,22,1,999,0,nonexistent,no
50,blue-collar,married,basic,yes,no,telephone,jun,thu,152,1,999,0,nonexistent,no
40,entrepreneur,married,basic,no,no,telephone,jun,thu,85,2,999,0,nonexistent,no
49,blue-collar,married,basic,yes,no,telephone,jun,thu,290,1,999,0,nonexistent,no
41,management,married,university,no,no,telephone,jun,thu,21,1,999,0,nonexistent,no
45,housemaid,married,university,yes,no,telephone,jun,thu,126,2,999,0,nonexistent,no
49,admin,divorced,university,yes,no,telephone,jun,thu,234,2,999,0,nonexistent,no
37,blue-collar,married,high_school,no,no,telephone,jun,thu,280,1,999,0,nonexistent,no
59,retired,married,high_school,yes,no,telephone,jun,thu,251,1,999,0,nonexistent,no
47,blue-collar,married,basic,no,no,telephone,jun,thu,103,2,999,0,nonexistent,no
28,blue-collar,married,basic,no,no,telephone,jun,thu,118,1,999,0,nonexistent,no
54,admin,married,university,yes,yes,telephone,jun,thu,80,2,999,0,nonexistent,no
54,technician,single,university,no,no,telephone,jun,thu,594,3,999,0,nonexistent,no
44,admin,married,university,yes,no,telephone,jun,thu,18,2,999,0,nonexistent,no
47,admin,divorced,high_school,no,no,telephone,jun,thu,23,2,999,0,nonexistent,no
34,services,married,high_school,no,no,telephone,jun,thu,511,1,999,0,nonexistent,no
37,services,married,high_school,no,no,telephone,jun,thu,201,1,999,0,nonexistent,no
29,services,single,high_school,yes,no,telephone,jun,thu,170,2,999,0,nonexistent,no
31,admin,married,university,no,no,telephone,jun,thu,256,2,999,0,nonexistent,no
38,services,married,basic,yes,no,telephone,jun,thu,400,2,999,0,nonexistent,no
32,housemaid,married,basic,no,no,telephone,jun,thu,19,1,999,0,nonexistent,no
48,management,married,university,no,yes,telephone,jun,thu,94,1,999,0,nonexistent,no
40,admin,single,unknown,no,no,telephone,jun,thu,563,1,999,0,nonexistent,no
31,technician,married,university,no,no,telephone,jun,thu,741,1,999,0,nonexistent,no
41,blue-collar,married,basic,no,no,telephone,jun,thu,17,1,999,0,nonexistent,no
37,entrepreneur,married,university,unknown,unknown,telephone,jun,thu,59,7,999,0,nonexistent,no
38,admin,married,university,yes,no,telephone,jun,thu,197,1,999,0,nonexistent,no
34,services,divorced,university,yes,no,telephone,jun,thu,339,1,999,0,nonexistent,no
52,management,married,university,no,no,telephone,jun,thu,423,2,999,0,nonexistent,no
45,technician,married,university,no,no,telephone,jun,thu,517,3,999,0,nonexistent,no
36,admin,married,high_school,no,no,telephone,jun,thu,127,4,999,0,nonexistent,no
46,management,married,basic,no,no,telephone,jun,thu,90,2,999,0,nonexistent,no
47,blue-collar,married,basic,yes,no,telephone,jun,thu,74,5,999,0,nonexistent,no
46,admin,divorced,university,no,no,telephone,jun,thu,353,2,999,0,nonexistent,no
47,entrepreneur,married,university,unknown,unknown,telephone,jun,thu,19,3,999,0,nonexistent,no
37,entrepreneur,married,basic,yes,yes,telephone,jun,thu,102,2,999,0,nonexistent,no
27,blue-collar,single,basic,no,yes,telephone,jun,thu,869,2,999,0,nonexistent,no
36,management,divorced,university,no,no,telephone,jun,thu,115,2,999,0,nonexistent,no
34,blue-collar,divorced,university,no,no,telephone,jun,thu,884,4,999,0,nonexistent,yes
51,unemployed,married,high_school,no,no,telephone,jun,thu,93,3,999,0,nonexistent,no
37,admin,married,basic,yes,no,telephone,jun,thu,209,3,999,0,nonexistent,no
38,admin,single,high_school,yes,no,telephone,jun,thu,67,2,999,0,nonexistent,no
46,admin,divorced,university,no,no,telephone,jun,thu,138,2,999,0,nonexistent,no
37,technician,married,university,no,no,telephone,jun,thu,214,5,999,0,nonexistent,no
40,admin,married,university,no,no,telephone,jun,thu,650,2,999,0,nonexistent,no
42,admin,married,university,yes,no,telephone,jun,thu,160,2,999,0,nonexistent,no
37,blue-collar,married,basic,yes,no,telephone,jun,thu,222,2,999,0,nonexistent,no
42,unemployed,married,basic,no,no,telephone,jun,thu,87,2,999,0,nonexistent,no
25,technician,single,university,yes,yes,telephone,jun,thu,128,2,999,0,nonexistent,no
57,technician,single,university,yes,no,telephone,jun,thu,451,2,999,0,nonexistent,no
44,housemaid,married,basic,no,no,telephone,jun,thu,124,2,999,0,nonexistent,no
31,services,married,high_school,yes,no,telephone,jun,fri,130,1,999,0,nonexistent,no
47,entrepreneur,married,unknown,no,no,telephone,jun,fri,1072,2,999,0,nonexistent,no
33,admin,single,university,no,yes,telephone,jun,fri,164,4,999,0,nonexistent,no
60,admin,single,high_school,no,no,telephone,jun,fri,118,1,999,0,nonexistent,no
36,technician,married,university,no,no,telephone,jun,fri,193,3,999,0,nonexistent,no
54,entrepreneur,married,basic,no,yes,telephone,jun,fri,249,6,999,0,nonexistent,no
49,technician,married,university,yes,no,telephone,jun,fri,79,2,999,0,nonexistent,no
40,technician,married,university,no,no,telephone,jun,fri,18,1,999,0,nonexistent,no
50,blue-collar,married,basic,yes,no,telephone,jun,fri,91,1,999,0,nonexistent,no
34,admin,married,university,yes,no,telephone,jun,fri,186,2,999,0,nonexistent,no
54,technician,married,university,yes,yes,telephone,jun,fri,123,1,999,0,nonexistent,no
54,technician,married,university,no,no,telephone,jun,fri,399,1,999,0,nonexistent,no
42,blue-collar,married,basic,yes,no,telephone,jun,fri,60,1,999,0,nonexistent,no
31,admin,single,university,no,no,telephone,jun,fri,19,1,999,0,nonexistent,no
50,self-employed,married,university,no,no,telephone,jun,fri,414,2,999,0,nonexistent,no
51,services,married,high_school,yes,no,telephone,jun,fri,246,2,999,0,nonexistent,no
44,blue-collar,married,basic,yes,yes,telephone,jun,fri,110,1,999,0,nonexistent,no
44,blue-collar,married,basic,yes,no,telephone,jun,fri,113,1,999,0,nonexistent,no
39,technician,married,unknown,no,no,telephone,jun,fri,237,3,999,0,nonexistent,no
41,blue-collar,married,basic,no,no,telephone,jun,fri,189,3,999,0,nonexistent,no
48,services,married,high_school,yes,no,telephone,jun,fri,329,1,999,0,nonexistent,no
34,technician,married,university,no,no,telephone,jun,fri,1994,2,999,0,nonexistent,no
35,blue-collar,married,basic,no,no,telephone,jun,fri,183,1,999,0,nonexistent,no
53,blue-collar,married,basic,no,no,telephone,jun,fri,223,3,999,0,nonexistent,no
41,blue-collar,married,high_school,no,yes,telephone,jun,fri,320,1,999,0,nonexistent,no
34,blue-collar,married,basic,no,no,telephone,jun,fri,120,2,999,0,nonexistent,no
41,technician,married,basic,yes,no,telephone,jun,fri,307,1,999,0,nonexistent,no
39,admin,married,high_school,yes,no,telephone,jun,fri,377,3,999,0,nonexistent,no
30,services,divorced,high_school,yes,no,telephone,jun,fri,56,2,999,0,nonexistent,no
35,admin,single,university,yes,no,telephone,jun,fri,358,1,999,0,nonexistent,no
38,admin,married,university,no,no,telephone,jun,fri,52,13,999,0,nonexistent,no
58,services,married,high_school,yes,yes,telephone,jun,fri,136,13,999,0,nonexistent,no
35,entrepreneur,divorced,high_school,no,no,telephone,jun,fri,106,2,999,0,nonexistent,no
33,blue-collar,married,university,yes,no,telephone,jun,fri,862,11,999,0,nonexistent,yes
35,blue-collar,married,high_school,no,no,telephone,jun,fri,107,1,999,0,nonexistent,no
36,blue-collar,married,basic,yes,no,telephone,jun,fri,1567,2,999,0,nonexistent,no
43,management,married,university,no,no,telephone,jun,fri,84,5,999,0,nonexistent,no
35,blue-collar,married,basic,no,no,telephone,jun,fri,968,1,999,0,nonexistent,no
32,unemployed,single,high_school,yes,no,telephone,jun,fri,219,1,999,0,nonexistent,no
48,blue-collar,married,basic,unknown,unknown,telephone,jun,fri,165,3,999,0,nonexistent,no
47,admin,married,high_school,no,yes,telephone,jun,fri,383,1,999,0,nonexistent,no
46,entrepreneur,married,unknown,yes,no,telephone,jun,fri,86,1,999,0,nonexistent,no
40,blue-collar,married,university,no,no,telephone,jun,fri,554,2,999,0,nonexistent,yes
58,services,married,basic,no,no,telephone,jun,fri,247,1,999,0,nonexistent,no
27,self-employed,single,university,no,no,telephone,jun,fri,46,2,999,0,nonexistent,no
34,blue-collar,married,basic,no,no,telephone,jun,fri,78,2,999,0,nonexistent,no
42,technician,married,basic,no,no,telephone,jun,fri,100,2,999,0,nonexistent,no
46,technician,divorced,university,no,no,telephone,jun,fri,1288,3,999,0,nonexistent,no
37,blue-collar,married,basic,yes,no,telephone,jun,fri,172,2,999,0,nonexistent,no
37,technician,married,university,no,no,telephone,jun,fri,140,5,999,0,nonexistent,no
35,blue-collar,married,basic,no,no,telephone,jun,fri,311,3,999,0,nonexistent,no
45,unemployed,married,basic,yes,yes,telephone,jun,fri,264,1,999,0,nonexistent,no
33,technician,married,university,yes,no,telephone,jun,fri,186,2,999,0,nonexistent,no
46,blue-collar,married,basic,no,no,telephone,jun,fri,473,2,999,0,nonexistent,no
31,housemaid,single,university,no,yes,telephone,jun,fri,129,2,999,0,nonexistent,no
57,management,single,basic,no,no,telephone,jun,fri,229,1,999,0,nonexistent,no
32,housemaid,married,high_school,yes,yes,telephone,jun,fri,292,2,999,0,nonexistent,no
43,admin,married,high_school,yes,no,telephone,jun,fri,44,2,999,0,nonexistent,no
49,retired,married,basic,no,no,telephone,jun,fri,217,4,999,0,nonexistent,no
31,management,married,university,yes,no,telephone,jun,fri,422,5,999,0,nonexistent,no
38,technician,single,university,unknown,unknown,telephone,jun,fri,59,3,999,0,nonexistent,no
46,blue-collar,married,university,no,no,telephone,jun,fri,286,2,999,0,nonexistent,no
40,blue-collar,married,basic,no,no,telephone,jun,fri,48,2,999,0,nonexistent,no
42,blue-collar,married,basic,no,yes,telephone,jun,fri,213,2,999,0,nonexistent,no
32,blue-collar,married,university,no,no,telephone,jun,fri,24,1,999,0,nonexistent,no
55,admin,married,high_school,unknown,unknown,telephone,jun,fri,92,1,999,0,nonexistent,no
38,blue-collar,married,high_school,unknown,unknown,telephone,jun,fri,102,1,999,0,nonexistent,no
40,admin,married,high_school,yes,no,telephone,jun,fri,85,3,999,0,nonexistent,no
41,blue-collar,married,basic,no,no,telephone,jun,fri,1085,1,999,0,nonexistent,yes
39,management,married,basic,yes,no,telephone,jun,fri,38,3,999,0,nonexistent,no
34,technician,married,university,no,no,telephone,jun,fri,191,2,999,0,nonexistent,no
53,admin,divorced,university,no,no,telephone,jun,fri,1330,3,999,0,nonexistent,no
45,admin,married,high_school,no,no,telephone,jun,fri,48,5,999,0,nonexistent,no
50,self-employed,married,basic,yes,no,telephone,jun,fri,313,1,999,0,nonexistent,no
36,blue-collar,married,basic,yes,no,telephone,jun,fri,86,3,999,0,nonexistent,no
41,blue-collar,married,basic,no,no,telephone,jun,fri,201,6,999,0,nonexistent,no
37,admin,married,university,no,no,telephone,jun,fri,155,3,999,0,nonexistent,no
35,admin,married,university,no,no,telephone,jun,fri,466,2,999,0,nonexistent,no
31,unemployed,married,university,no,no,telephone,jun,fri,298,2,999,0,nonexistent,no
49,blue-collar,married,basic,no,no,telephone,jun,fri,151,1,999,0,nonexistent,no
56,admin,married,high_school,yes,no,telephone,jun,fri,21,20,999,0,nonexistent,no
46,admin,married,high_school,no,no,telephone,jun,fri,354,2,999,0,nonexistent,no
53,blue-collar,divorced,basic,no,no,telephone,jun,fri,63,3,999,0,nonexistent,no
38,unemployed,married,basic,no,no,telephone,jun,fri,56,1,999,0,nonexistent,no
47,retired,married,basic,no,no,telephone,jun,fri,63,2,999,0,nonexistent,no
41,technician,married,university,no,yes,telephone,jun,fri,145,1,999,0,nonexistent,no
29,admin,married,university,no,no,telephone,jun,fri,39,4,999,0,nonexistent,no
31,technician,married,university,yes,no,telephone,jun,fri,59,3,999,0,nonexistent,no
40,technician,married,basic,no,no,telephone,jun,fri,27,4,999,0,nonexistent,no
25,blue-collar,single,high_school,yes,no,telephone,jun,fri,446,3,999,0,nonexistent,no
51,self-employed,married,university,no,no,telephone,jun,fri,145,2,999,0,nonexistent,no
31,entrepreneur,married,high_school,yes,no,telephone,jun,fri,100,3,999,0,nonexistent,no
27,technician,single,university,no,no,telephone,jun,fri,112,5,999,0,nonexistent,no
54,blue-collar,married,basic,no,no,telephone,jun,fri,28,6,999,0,nonexistent,no
42,blue-collar,married,basic,no,no,telephone,jun,fri,61,1,999,0,nonexistent,no
47,technician,single,university,no,no,telephone,jun,fri,61,1,999,0,nonexistent,no
34,technician,married,university,no,no,telephone,jun,fri,288,12,999,0,nonexistent,no
40,services,divorced,high_school,yes,no,telephone,jun,fri,685,3,999,0,nonexistent,yes
37,unemployed,married,university,no,no,telephone,jun,fri,119,1,999,0,nonexistent,no
39,management,married,university,yes,no,telephone,jun,fri,23,1,999,0,nonexistent,no
39,admin,single,university,no,no,telephone,jun,fri,122,5,999,0,nonexistent,no
42,services,married,high_school,yes,yes,telephone,jun,fri,26,1,999,0,nonexistent,no
36,blue-collar,single,high_school,yes,no,telephone,jun,fri,61,1,999,0,nonexistent,no
49,admin,single,high_school,yes,no,telephone,jun,fri,68,1,999,0,nonexistent,no
29,admin,single,university,yes,no,telephone,jun,mon,164,2,999,0,nonexistent,no
48,blue-collar,married,basic,no,no,telephone,jun,mon,349,2,999,0,nonexistent,no
39,services,single,high_school,yes,no,telephone,jun,mon,332,1,999,0,nonexistent,no
29,blue-collar,married,high_school,no,no,telephone,jun,mon,181,1,999,0,nonexistent,no
40,services,married,basic,yes,no,telephone,jun,mon,52,1,999,0,nonexistent,no
33,admin,married,university,no,yes,telephone,jun,mon,232,1,999,0,nonexistent,no
45,admin,married,university,yes,no,telephone,jun,mon,216,5,999,0,nonexistent,no
30,blue-collar,divorced,basic,no,no,telephone,jun,mon,79,1,999,0,nonexistent,no
31,blue-collar,single,unknown,yes,no,telephone,jun,mon,400,1,999,0,nonexistent,no
32,technician,single,university,no,no,telephone,jun,mon,443,2,999,0,nonexistent,no
40,technician,married,university,yes,no,telephone,jun,mon,217,1,999,0,nonexistent,no
48,blue-collar,married,basic,no,no,telephone,jun,mon,254,1,999,0,nonexistent,no
37,admin,divorced,university,no,no,telephone,jun,mon,83,1,999,0,nonexistent,no
39,blue-collar,married,basic,yes,no,telephone,jun,mon,213,1,999,0,nonexistent,no
37,admin,divorced,university,yes,no,telephone,jun,mon,683,1,999,0,nonexistent,no
39,technician,married,university,yes,no,telephone,jun,mon,452,1,999,0,nonexistent,no
35,unemployed,divorced,high_school,yes,no,telephone,jun,mon,51,1,999,0,nonexistent,no
42,technician,single,basic,no,no,telephone,jun,mon,626,1,999,0,nonexistent,no
53,admin,single,basic,yes,no,telephone,jun,mon,63,1,999,0,nonexistent,no
44,blue-collar,married,basic,yes,no,telephone,jun,mon,331,6,999,0,nonexistent,no
29,blue-collar,single,basic,no,no,telephone,jun,mon,91,1,999,0,nonexistent,no
44,technician,divorced,university,yes,no,telephone,jun,mon,173,1,999,0,nonexistent,no
34,self-employed,married,university,no,no,telephone,jun,mon,139,2,999,0,nonexistent,no
40,technician,married,university,no,no,telephone,jun,mon,96,1,999,0,nonexistent,no
29,blue-collar,married,basic,yes,no,telephone,jun,mon,166,1,999,0,nonexistent,no
31,admin,single,university,no,no,telephone,jun,mon,104,1,999,0,nonexistent,no
26,student,single,high_school,no,no,telephone,jun,mon,589,1,999,0,nonexistent,no
36,technician,married,university,no,no,telephone,jun,mon,183,1,999,0,nonexistent,no
36,technician,married,university,no,no,telephone,jun,mon,151,1,999,0,nonexistent,no
46,admin,single,university,yes,no,telephone,jun,mon,186,1,999,0,nonexistent,no
27,technician,single,university,yes,yes,telephone,jun,mon,522,1,999,0,nonexistent,no
36,entrepreneur,married,high_school,yes,no,telephone,jun,mon,112,4,999,0,nonexistent,no
34,admin,married,university,yes,no,telephone,jun,mon,206,2,999,0,nonexistent,no
43,admin,married,university,yes,no,telephone,jun,mon,175,3,999,0,nonexistent,no
32,technician,married,university,yes,no,telephone,jun,mon,127,2,999,0,nonexistent,no
54,unemployed,single,basic,yes,yes,telephone,jun,mon,91,1,999,0,nonexistent,no
40,technician,married,university,no,no,telephone,jun,mon,119,1,999,0,nonexistent,no
37,unemployed,single,basic,yes,no,telephone,jun,mon,144,1,999,0,nonexistent,no
39,management,married,university,yes,no,telephone,jun,mon,23,1,999,0,nonexistent,no
39,self-employed,married,basic,no,no,telephone,jun,mon,79,1,999,0,nonexistent,no
31,blue-collar,married,basic,yes,yes,telephone,jun,mon,240,2,999,0,nonexistent,no
53,blue-collar,married,basic,no,yes,telephone,jun,mon,340,2,999,0,nonexistent,no
47,blue-collar,married,basic,yes,no,telephone,jun,mon,160,1,999,0,nonexistent,no
34,technician,married,university,no,no,telephone,jun,mon,321,1,999,0,nonexistent,no
44,admin,married,university,no,no,telephone,jun,mon,78,3,999,0,nonexistent,no
33,services,divorced,high_school,yes,no,telephone,jun,mon,73,2,999,0,nonexistent,no
38,blue-collar,married,basic,no,no,telephone,jun,mon,559,1,999,0,nonexistent,no
49,blue-collar,married,basic,unknown,unknown,telephone,jun,mon,242,4,999,0,nonexistent,no
32,blue-collar,married,high_school,yes,no,telephone,jun,mon,83,2,999,0,nonexistent,no
52,entrepreneur,married,basic,no,no,telephone,jun,mon,291,3,999,0,nonexistent,no
45,admin,married,high_school,no,no,telephone,jun,mon,290,1,999,0,nonexistent,no
49,entrepreneur,married,university,no,no,telephone,jun,mon,171,2,999,0,nonexistent,no
35,blue-collar,married,basic,no,yes,telephone,jun,mon,782,2,999,0,nonexistent,no
48,admin,married,high_school,yes,no,telephone,jun,mon,65,3,999,0,nonexistent,no
28,blue-collar,married,basic,yes,no,telephone,jun,mon,70,3,999,0,nonexistent,no
38,technician,married,university,yes,no,telephone,jun,mon,952,2,999,0,nonexistent,yes
36,admin,married,university,yes,no,telephone,jun,mon,152,2,999,0,nonexistent,no
47,blue-collar,married,high_school,yes,no,telephone,jun,mon,224,3,999,0,nonexistent,no
42,blue-collar,married,basic,no,no,telephone,jun,mon,130,2,999,0,nonexistent,no
49,admin,single,university,yes,no,telephone,jun,mon,244,3,999,0,nonexistent,no
60,retired,divorced,basic,yes,no,telephone,jun,mon,253,4,999,0,nonexistent,no
42,blue-collar,single,basic,no,no,telephone,jun,mon,306,5,999,0,nonexistent,no
35,blue-collar,married,high_school,no,no,telephone,jun,mon,134,3,999,0,nonexistent,no
32,admin,married,university,yes,no,telephone,jun,mon,718,3,999,0,nonexistent,no
52,entrepreneur,married,basic,yes,no,telephone,jun,mon,699,2,999,0,nonexistent,no
32,services,married,high_school,no,no,telephone,jun,mon,1137,3,999,0,nonexistent,yes
31,services,married,high_school,yes,no,telephone,jun,mon,174,2,999,0,nonexistent,no
54,management,married,university,no,no,telephone,jun,mon,87,13,999,0,nonexistent,no
41,blue-collar,married,basic,yes,no,telephone,jun,mon,259,2,999,0,nonexistent,no
51,services,single,high_school,no,no,telephone,jun,mon,329,3,999,0,nonexistent,no
41,blue-collar,married,basic,yes,no,telephone,jun,mon,753,2,999,0,nonexistent,no
50,technician,married,high_school,no,no,telephone,jun,mon,42,2,999,0,nonexistent,no
48,services,married,basic,no,yes,telephone,jun,mon,511,5,999,0,nonexistent,no
34,technician,married,basic,no,no,telephone,jun,mon,478,2,999,0,nonexistent,no
35,technician,single,high_school,no,no,telephone,jun,mon,94,4,999,0,nonexistent,no
53,blue-collar,married,basic,yes,no,telephone,jun,mon,154,10,999,0,nonexistent,no
32,admin,married,high_school,yes,no,telephone,jun,wed,308,7,999,0,nonexistent,no
56,blue-collar,married,basic,yes,no,telephone,jun,wed,33,8,999,0,nonexistent,no
47,technician,single,unknown,yes,no,telephone,jun,wed,180,4,999,0,nonexistent,no
51,admin,divorced,high_school,no,no,telephone,jun,wed,40,5,999,0,nonexistent,no
21,technician,single,university,no,no,telephone,jun,wed,54,4,999,0,nonexistent,no
39,blue-collar,married,basic,no,no,telephone,jun,wed,480,3,999,0,nonexistent,no
37,blue-collar,divorced,basic,no,no,telephone,jun,wed,339,2,999,0,nonexistent,no
49,blue-collar,married,basic,yes,no,telephone,jun,wed,81,3,999,0,nonexistent,no
32,unknown,single,basic,yes,no,telephone,jun,wed,62,2,999,0,nonexistent,no
33,admin,married,university,yes,no,telephone,jun,wed,305,10,999,0,nonexistent,no
46,admin,married,high_school,yes,no,telephone,jun,wed,95,1,999,0,nonexistent,no
34,management,married,university,no,no,telephone,jun,wed,893,8,999,0,nonexistent,yes
28,admin,single,unknown,no,no,telephone,jun,wed,643,1,999,0,nonexistent,no
39,admin,single,high_school,no,no,telephone,jun,wed,29,1,999,0,nonexistent,no
33,admin,married,high_school,no,no,telephone,jun,wed,916,1,999,0,nonexistent,no
39,unemployed,married,university,yes,no,telephone,jun,wed,281,4,999,0,nonexistent,no
29,admin,single,university,no,no,telephone,jun,wed,442,1,999,0,nonexistent,no
42,management,married,university,no,no,telephone,jun,wed,197,3,999,0,nonexistent,no
56,technician,married,basic,no,no,telephone,jun,wed,458,1,999,0,nonexistent,no
28,admin,married,university,no,no,telephone,jun,wed,191,1,999,0,nonexistent,no
28,admin,married,university,no,no,telephone,jun,wed,354,1,999,0,nonexistent,no
29,admin,married,university,no,no,telephone,jun,wed,300,1,999,0,nonexistent,no
35,services,single,high_school,no,yes,telephone,jun,wed,328,1,999,0,nonexistent,no
53,blue-collar,divorced,basic,no,no,telephone,jun,wed,706,1,999,0,nonexistent,yes
52,admin,divorced,basic,yes,no,telephone,jun,wed,219,1,999,0,nonexistent,no
38,blue-collar,single,basic,no,no,telephone,jun,wed,165,2,999,0,nonexistent,no
