,Position,Track Name,Artist,Streams,date,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
16348,149,เฉียบ,P-Hot,26884,2019-03-17,0.539,0.111,95.039,0.0903,0.0885,0.0,4,0.935,8,180007,-6.202999999999999,0.657,1
16349,150,Malibu Nights,LANY,26570,2019-03-17,0.42200000000000004,0.0853,74.002,0.195,0.701,1.99e-06,4,0.5589999999999999,11,286928,-11.89,0.191,1
16350,151,Tempo,EXO,26507,2019-03-17,0.8420000000000001,0.0683,115.944,0.1,0.237,0.0,4,0.6859999999999999,0,224483,-4.423,0.519,1
16351,152,With You,Twopee Southside,26394,2019-03-17,0.7090000000000001,0.188,99.98100000000001,0.0818,0.0993,0.0,4,0.815,2,219250,-5.287000000000001,0.688,1
16352,153,Young Dumb & Broke,Khalid,26379,2019-03-17,0.539,0.165,136.94899999999998,0.0421,0.19899999999999998,1.66e-05,4,0.7979999999999999,1,202547,-6.351,0.39399999999999996,1
16353,154,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,26369,2019-03-17,0.758,0.395,144.111,0.0621,0.0969,0.0,4,0.574,1,182623,-5.029,0.49200000000000005,0
16354,155,Say You Won't Let Go,James Arthur,26315,2019-03-17,0.557,0.0902,85.04299999999999,0.059000000000000004,0.695,0.0,4,0.358,10,211467,-7.398,0.494,1
16355,156,Honesty,Pink Sweat$,26074,2019-03-17,0.204,0.106,79.82600000000001,0.0331,0.919,0.0,4,0.616,6,191000,-11.421,0.419,0
16356,157,ยังไม่รู้,Better Weather,25690,2019-03-17,0.5770000000000001,0.0942,170.078,0.0284,0.193,2.18e-05,4,0.43799999999999994,3,286227,-6.992999999999999,0.172,1
16357,158,คนที่ไม่ใช่,O-Pavee,25619,2019-03-17,0.484,0.114,135.866,0.0326,0.807,8.51e-05,4,0.5529999999999999,9,268329,-8.12,0.196,1
16358,159,Beautiful (feat. Camila Cabello),Bazzi,25505,2019-03-17,0.7170000000000001,0.105,100.027,0.0337,0.34600000000000003,0.0,4,0.638,2,180000,-4.7219999999999995,0.249,1
16359,160,ฝืนตัวเองไม่เป็น,Non Tanon,25480,2019-03-17,0.599,0.153,67.998,0.0373,0.457,0.0,4,0.601,7,305760,-5.5489999999999995,0.5770000000000001,1
16360,161,bury a friend,Billie Eilish,25234,2019-03-17,0.389,0.106,120.046,0.332,0.74,0.162,4,0.905,8,193143,-14.505,0.196,1
16361,162,MIDDLE CHILD,J. Cole,24736,2019-03-17,0.364,0.271,123.984,0.276,0.149,0.0,4,0.8370000000000001,8,213594,-11.713,0.46299999999999997,1
16362,163,แค่เพียงฉัน(ที่ไม่ลืม),Earth Patravee,24610,2019-03-17,0.35100000000000003,0.125,155.859,0.0366,0.767,0.00454,4,0.62,7,227087,-10.342,0.284,1
16363,164,รอให้เธอบอก,Whal & Dolph,24605,2019-03-17,0.341,0.163,114.03399999999999,0.0268,0.758,1.23e-06,3,0.58,2,278637,-7.622999999999999,0.13,1
16364,165,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,24393,2019-03-17,0.852,0.10800000000000001,160.075,0.067,0.0116,0.0,4,0.46399999999999997,11,239507,-3.804,0.233,1
16365,166,Status,Chilling Sunday,24310,2019-03-17,0.5870000000000001,0.354,88.055,0.0369,0.509,0.0,4,0.653,2,245500,-7.01,0.366,1
16366,167,This Feeling,The Chainsmokers,24166,2019-03-17,0.5710000000000001,0.0912,105.04899999999999,0.0439,0.0558,0.0,4,0.575,1,197947,-7.906000000000001,0.449,1
16367,168,Shape of You,Ed Sheeran,24158,2019-03-17,0.652,0.0931,95.977,0.0802,0.581,0.0,4,0.825,1,233713,-3.1830000000000003,0.9309999999999999,0
16368,169,no tears left to cry,Ariana Grande,24123,2019-03-17,0.713,0.294,121.993,0.0594,0.04,3.11e-06,4,0.6990000000000001,9,205920,-5.507000000000001,0.354,0
16369,170,Really,BLACKPINK,24106,2019-03-17,0.8809999999999999,0.27699999999999997,142.018,0.10400000000000001,0.0234,0.0,4,0.695,1,197789,-2.082,0.9470000000000001,1
16370,171,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,24019,2019-03-17,0.747,0.21899999999999997,105.943,0.0323,0.26899999999999996,0.0,4,0.737,10,192453,-4.8180000000000005,0.447,1
16371,172,In My Blood,Shawn Mendes,23976,2019-03-17,0.7120000000000001,0.13,140.025,0.066,0.0573,0.0,4,0.622,5,211360,-7.321000000000001,0.48700000000000004,1
16372,173,เป็นอดีต,MEAN,23946,2019-03-17,0.486,0.10400000000000001,88.98200000000001,0.0306,0.6559999999999999,0.0,4,0.698,1,262488,-6.0920000000000005,0.39799999999999996,1
16373,174,What is Love?,TWICE,23935,2019-03-17,0.91,0.266,169.982,0.064,0.0846,0.0,4,0.573,8,208238,-1.578,0.602,1
16374,175,Psycho (feat. Ty Dolla $ign),Post Malone,23819,2019-03-17,0.56,0.111,140.06,0.105,0.546,0.0,4,0.75,8,221440,-8.094,0.45899999999999996,1
16375,176,อย่าพูดเลย (feat. Lazyloxy),นายนะ,23775,2019-03-17,0.375,0.331,143.998,0.455,0.11699999999999999,0.0,4,0.853,1,206693,-10.015,0.451,0
16376,177,Happier,Ed Sheeran,23528,2019-03-17,0.385,0.135,89.792,0.0288,0.536,0.0,4,0.522,0,207520,-7.355,0.23600000000000002,1
16377,178,คืนข้างแรม,Bedroom Audio,23521,2019-03-17,0.545,0.322,144.982,0.0286,0.0776,1.08e-06,4,0.507,4,197555,-6.725,0.138,0
16378,179,Blue Orangeade,TOMORROW X TOGETHER,23437,2019-03-17,0.848,0.14300000000000002,111.015,0.0572,0.00611,0.0,4,0.758,0,185520,-3.6010000000000004,0.42,1
16379,180,ลืมไปก่อน,Buddha Bless,23307,2019-03-17,0.644,0.11699999999999999,199.96,0.0776,0.467,0.0,4,0.5329999999999999,1,217973,-5.79,0.755,0
16380,181,FRIENDS,Marshmello,23174,2019-03-17,0.88,0.128,95.079,0.0504,0.205,0.0,4,0.626,9,202621,-2.384,0.534,0
16381,182,ขวัญใจด่านตรวจ feat. D GERRARD,KOB FLAT BOY,23172,2019-03-17,0.76,0.736,156.014,0.153,0.0204,0.0,4,0.785,2,195583,-8.041,0.87,1
16382,183,No New Friends,Sia,23068,2019-03-17,0.7020000000000001,0.121,106.044,0.0429,0.0648,0.000256,4,0.7240000000000001,7,175823,-4.622,0.688,1
16383,184,Closer,The Chainsmokers,22995,2019-03-17,0.524,0.111,95.01,0.0338,0.414,0.0,4,0.748,8,244960,-5.599,0.6609999999999999,1
16384,185,มันเป็นใคร,Polycat,22923,2019-03-17,0.746,0.19399999999999998,99.993,0.0416,0.5379999999999999,2.01e-05,4,0.705,1,219000,-5.03,0.539,1
16385,186,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,22914,2019-03-17,0.7240000000000001,0.12,102.061,0.0486,0.0945,1.68e-06,4,0.601,6,207905,-4.856,0.508,1
16386,187,ถ้าฉันหายไป(Skyline),Earth Patravee,22874,2019-03-17,0.29,0.11900000000000001,169.757,0.0318,0.826,0.0,4,0.45399999999999996,8,220112,-10.707,0.20800000000000002,1
16387,188,หน่วง,Room 39,22853,2019-03-17,0.29100000000000004,0.134,138.899,0.0464,0.8740000000000001,0.0,4,0.6579999999999999,7,246187,-8.014,0.445,1
16388,189,Where Were You In The Morning?,Shawn Mendes,22845,2019-03-17,0.519,0.0993,87.963,0.0554,0.5539999999999999,0.0,4,0.716,7,200600,-7.472,0.466,1
16389,190,ถ้าเธอต้องเลือก,Illslick,22627,2019-03-17,0.585,0.175,117.694,0.0474,0.807,0.0,4,0.853,7,188783,-4.098,0.6779999999999999,1
16390,191,Noir 누아르,SUNMI,22524,2019-03-17,0.6759999999999999,0.0854,117.031,0.0343,0.00389,0.0,4,0.642,8,209679,-4.771,0.257,0
16391,192,เจ็บจนไม่เข้าใจ,PORTRAIT,22496,2019-03-17,0.627,0.109,85.98299999999999,0.024,0.213,0.00471,4,0.593,4,250999,-7.553,0.701,1
16392,193,Simon Says,NCT 127,22479,2019-03-17,0.836,0.0507,151.977,0.23800000000000002,0.218,0.0,4,0.653,9,199773,-6.018,0.569,1
16393,194,WHISTLE - KR Ver.,BLACKPINK,22392,2019-03-17,0.722,0.0935,102.97200000000001,0.0945,0.00579,0.0,4,0.8270000000000001,6,212600,-4.803999999999999,0.589,0
16394,195,ขี้หึง,Silly Fools,22252,2019-03-17,0.889,0.0855,116.04899999999999,0.0481,0.000692,0.0,4,0.616,8,266280,-6.218,0.773,1
16395,196,รู้ทั้งรู้,OG-ANIC,22129,2019-03-17,0.48,0.109,110.016,0.0329,0.131,0.00015,4,0.8059999999999999,11,229091,-8.626,0.185,0
16396,197,RBB (Really Bad Boy),Red Velvet,22107,2019-03-17,0.85,0.114,150.059,0.0317,0.012,0.000239,4,0.7190000000000001,2,188786,-3.2289999999999996,0.36700000000000005,1
16397,198,Undrunk,FLETCHER,21915,2019-03-17,0.5720000000000001,0.127,92.859,0.0781,0.455,2.41e-06,4,0.679,5,183428,-6.702999999999999,0.542,1
16398,199,พรุ่งนี้ค่อย (Cheat Day),Pop Pongkool,21879,2019-03-17,0.747,0.139,83.82600000000001,0.0624,0.37799999999999995,0.0,4,0.546,11,239286,-4.905,0.526,0
16399,200,That's What I Like,Bruno Mars,21841,2019-03-17,0.56,0.0944,134.066,0.0406,0.013000000000000001,0.0,4,0.853,1,206693,-4.961,0.86,1
16400,1,ธารารัตน์,YOUNGOHM,256413,2019-03-24,0.7509999999999999,0.102,100.031,0.0331,0.8009999999999999,1.7e-06,4,0.657,0,221229,-7.399,0.8340000000000001,1
16401,2,มีแค่เรา,F.HERO,189724,2019-03-24,0.8059999999999999,0.0867,122.98700000000001,0.124,0.184,0.0,4,0.853,0,265366,-3.95,0.895,0
16402,3,ดีใจด้วยนะ(Glad),Ink Waruntorn,167090,2019-03-24,0.569,0.11199999999999999,79.995,0.0277,0.415,0.0,4,0.552,9,279000,-4.666,0.349,1
16403,4,พูดไม่ออก,The Toys,165548,2019-03-24,0.542,0.0865,90.0,0.0417,0.396,9.74e-06,4,0.85,9,158000,-7.348,0.9079999999999999,1
16404,5,เพื่อน,Polycat,151692,2019-03-24,0.7390000000000001,0.0986,78.995,0.0318,0.555,0.0,4,0.539,10,229367,-4.543,0.848,1
16405,6,ซ่อนกลิ่น,Palmy,150760,2019-03-24,0.7140000000000001,0.099,90.991,0.0274,0.0427,0.000306,4,0.489,0,251947,-5.771,0.284,1
16406,7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,148660,2019-03-24,0.479,0.0703,89.911,0.0466,0.556,0.0,4,0.76,2,158040,-5.574,0.9129999999999999,1
16407,8,7 rings,Ariana Grande,143114,2019-03-24,0.317,0.0881,140.048,0.33399999999999996,0.5920000000000001,0.0,4,0.778,1,178627,-10.732000000000001,0.327,0
16408,9,เสือสิ้นลาย,F.HERO,141762,2019-03-24,0.591,0.0739,135.957,0.0996,0.382,0.0,4,0.9129999999999999,11,243529,-4.789,0.772,1
16409,10,เมื่อคืน,Season Five,132311,2019-03-24,0.8,0.185,138.041,0.0443,0.561,0.0,4,0.573,5,245000,-4.954,0.617,1
16410,11,พรุ่งนี้ค่อย (Cheat Day),Pop Pongkool,130424,2019-03-24,0.747,0.139,83.82600000000001,0.0624,0.37799999999999995,0.0,4,0.546,11,239286,-4.905,0.526,0
16411,12,ลาลาลอย (100%),The Toys,129300,2019-03-24,0.738,0.111,85.009,0.0327,0.252,0.0465,4,0.685,2,184000,-8.211,0.784,1
16412,13,อาวรณ์,Polycat,126628,2019-03-24,0.763,0.17600000000000002,146.012,0.0744,0.16399999999999998,0.0,4,0.629,2,267123,-5.47,0.809,1
16413,14,นอกจากชื่อฉัน,ACTART,125621,2019-03-24,0.503,0.113,93.023,0.0266,0.299,1.92e-06,4,0.715,3,238063,-5.5,0.41600000000000004,1
16414,15,ดูไว้,YOUNGOHM,122253,2019-03-24,0.563,0.125,147.05,0.105,0.489,1.14e-06,4,0.802,11,212474,-7.311,0.34700000000000003,0
16415,16,ดูดี,Polycat,120026,2019-03-24,0.6509999999999999,0.0715,84.01,0.0967,0.31,0.0,4,0.424,0,240000,-5.306,0.636,1
16416,17,i'm so tired...,Lauv,117573,2019-03-24,0.733,0.242,102.211,0.203,0.17600000000000002,0.0,4,0.599,11,162583,-7.058,0.534,1
16417,18,SOLO,JENNIE,112103,2019-03-24,0.642,0.0953,95.045,0.087,0.0861,0.0,4,0.7509999999999999,3,169567,-5.165,0.38799999999999996,0
16418,19,Talk,Khalid,108160,2019-03-24,0.4,0.0876,136.001,0.124,0.0501,0.0,4,0.9,0,197487,-8.443,0.33799999999999997,1
16419,20,ฝากไว้กับดาว,Whal & Dolph,108013,2019-03-24,0.698,0.22399999999999998,113.086,0.0339,0.556,0.00243,4,0.7659999999999999,6,281000,-7.664,0.725,1
16420,21,หลอก,NICECNX,105686,2019-03-24,0.5589999999999999,0.0821,95.00299999999999,0.0378,0.13,0.0,4,0.802,0,223388,-5.519,0.302,1
16421,22,เป็นไรไหม?,OG-ANIC,102749,2019-03-24,0.56,0.111,139.989,0.106,0.41,0.0,4,0.858,2,212571,-6.24,0.966,1
16422,23,มีเธอทุกวันก็โอนิ,The Toys,101029,2019-03-24,0.841,0.302,95.00200000000001,0.0322,0.0587,0.0,4,0.743,9,184421,-5.599,0.871,1
16423,24,ถามหน่อย,VARINZ,98838,2019-03-24,0.605,0.126,93.958,0.0521,0.589,0.0,4,0.715,4,230938,-8.168,0.772,1
16424,25,มีผลต่อหัวใจ,Non Tanon,94895,2019-03-24,0.665,0.0817,81.994,0.0668,0.37,1.47e-06,4,0.637,11,304430,-6.781000000000001,0.46799999999999997,1
16425,26,เขาไปแล้ว (feat. อาม ชุติมา),Wonderframe,93783,2019-03-24,0.648,0.11900000000000001,94.962,0.0791,0.512,7.81e-06,4,0.69,0,188211,-5.349,0.396,1
16426,27,คิดถึง,Palmy,92434,2019-03-24,0.639,0.109,123.90700000000001,0.0355,0.679,2.44e-05,4,0.467,10,220880,-6.593999999999999,0.258,1
16427,28,"thank u, next",Ariana Grande,90662,2019-03-24,0.653,0.10099999999999999,106.96600000000001,0.0658,0.22899999999999998,0.0,4,0.7170000000000001,1,207320,-5.6339999999999995,0.41200000000000003,1
16428,29,อยากมีเเฟนเเล้ว feat. Lazyloxy,Lipta,89298,2019-03-24,0.654,0.043,138.028,0.14800000000000002,0.23,0.0,4,0.8340000000000001,6,234000,-5.7170000000000005,0.953,0
16429,30,เท เท เท x P-Hot,Oat Pramote,88376,2019-03-24,0.602,0.0722,145.995,0.267,0.40700000000000003,0.0,4,0.89,6,211644,-5.052,0.867,1
16430,31,달라달라 (DALLA DALLA),ITZY,87681,2019-03-24,0.853,0.32899999999999996,124.99799999999999,0.0665,0.00116,4.23e-05,4,0.79,11,199874,-4.564,0.713,0
16431,32,หมอกร้าย feat. Fongbeer and Kob the X factor,Lipta,87207,2019-03-24,0.593,0.10099999999999999,176.02599999999998,0.0674,0.718,0.0,4,0.555,9,285002,-6.321000000000001,0.48200000000000004,1
16432,33,Sucker,Jonas Brothers,86097,2019-03-24,0.7340000000000001,0.106,137.958,0.0588,0.0427,0.0,4,0.8420000000000001,1,181040,-5.065,0.9520000000000001,0
16433,34,แบกไม่ไหว,UrboyTJ,85078,2019-03-24,0.537,0.285,130.02700000000002,0.0661,0.515,0.0,4,0.7759999999999999,0,186462,-7.447,0.513,1
16434,35,ไม่มีเหตุผล (feat. นายนะ),MARINA,83969,2019-03-24,0.52,0.0923,143.964,0.141,0.364,0.0,4,0.8270000000000001,6,244583,-6.852,0.451,1
16435,36,รักมือสอง,Bedroom Audio,83434,2019-03-24,0.41,0.111,100.025,0.0261,0.33799999999999997,7.699999999999999e-06,4,0.6829999999999999,6,200171,-9.448,0.0772,0
16436,37,ผู้โชคดี,NINE BY NINE,81675,2019-03-24,0.7609999999999999,0.159,124.001,0.0398,0.006490000000000001,0.0,4,0.621,2,197187,-4.959,0.5529999999999999,1
16437,38,ภาพจำ,Pop Pongkool,79860,2019-03-24,0.585,0.14400000000000002,81.92200000000001,0.047,0.426,1.03e-06,4,0.557,5,274000,-7.559,0.46399999999999997,0
16438,39,ฝันที่อยู่ในฝัน,Gavin D,79435,2019-03-24,0.6459999999999999,0.617,110.931,0.0415,0.495,0.0,4,0.8909999999999999,0,248000,-5.82,0.963,1
16439,40,"Hello, Anxiety",Phum Viphurit,79287,2019-03-24,0.495,0.10300000000000001,125.993,0.0406,0.589,0.552,4,0.84,9,264762,-9.54,0.8079999999999999,1
16440,41,Here With Me,Marshmello,79284,2019-03-24,0.565,0.156,99.961,0.0439,0.0623,0.0,4,0.7909999999999999,5,156347,-3.9330000000000003,0.18100000000000002,0
16441,42,Dancing With A Stranger (with Normani),Sam Smith,78189,2019-03-24,0.52,0.222,102.99799999999999,0.0656,0.45,1.97e-06,4,0.741,8,171030,-7.513,0.34700000000000003,1
16442,43,comethru,Jeremy Zucker,78161,2019-03-24,0.17800000000000002,0.623,93.98200000000001,0.0574,0.607,0.0,4,0.795,0,181613,-11.991,0.608,1
16443,44,"break up with your girlfriend, i'm bored",Ariana Grande,77629,2019-03-24,0.5539999999999999,0.106,169.99900000000002,0.0917,0.0421,0.0,4,0.726,5,190440,-5.29,0.335,0
16444,45,เจ็บน้อยที่สุด,Zeal,76180,2019-03-24,0.696,0.12,160.076,0.0366,0.226,0.0,4,0.337,7,331986,-5.093999999999999,0.184,1
16445,46,ตัวท๊อปเท่านั้น (feat. นะ Polycat),อุ๋ย บุดดาเบลส,73298,2019-03-24,0.8440000000000001,0.0783,140.013,0.0534,0.29,1.18e-05,4,0.8440000000000001,2,225000,-5.95,0.968,0
16446,47,My Bad,Khalid,71858,2019-03-24,0.568,0.257,84.999,0.0823,0.5429999999999999,0.266,4,0.645,5,166101,-9.127,0.391,0
16447,48,คำตอบ,Safeplanet,70264,2019-03-24,0.8220000000000001,0.11599999999999999,175.99099999999999,0.0332,0.313,0.331,4,0.37,2,319750,-5.785,0.56,1
16448,49,TMRW,Lazyloxy,70193,2019-03-24,0.6759999999999999,0.114,140.014,0.12,0.386,0.0,4,0.8109999999999999,10,209143,-6.291,0.7759999999999999,1
16449,50,หลังจากฉันตาย,Illslick,67459,2019-03-24,0.419,0.109,99.822,0.0865,0.55,0.0,4,0.745,0,194769,-12.579,0.306,0
16450,51,Please Me,Cardi B,62818,2019-03-24,0.57,0.0832,133.99200000000002,0.081,0.0642,0.0,4,0.747,1,200890,-6.711,0.65,1
16451,52,Four Seasons,TAEYEON,61327,2019-03-24,0.768,0.154,173.99,0.145,0.0548,0.0,4,0.596,6,188238,-4.948,0.6729999999999999,1
16452,53,ได้ข่าว (Breaking News) feat. CDGUNTEE,Lipta,58417,2019-03-24,0.539,0.0603,140.946,0.317,0.442,0.0,4,0.809,10,210000,-6.945,0.912,1
16453,54,ความรักกำลังก่อตัว,Non Tanon,58007,2019-03-24,0.636,0.166,92.022,0.0459,0.353,0.00021400000000000002,4,0.763,11,321699,-4.815,0.65,1
16454,55,Happier,Marshmello,57911,2019-03-24,0.792,0.16699999999999998,100.015,0.0452,0.191,0.0,4,0.687,5,214290,-2.7489999999999997,0.6709999999999999,1
16455,56,CROWN,TOMORROW X TOGETHER,57855,2019-03-24,0.8,0.0619,110.977,0.0425,0.0505,0.0,4,0.622,5,230707,-5.819,0.58,1
16456,57,DDU-DU DDU-DU,BLACKPINK,57043,2019-03-24,0.8590000000000001,0.267,139.931,0.0833,0.0323,0.0,4,0.6709999999999999,4,209355,-3.9219999999999997,0.389,0
16457,58,ไม่ไหวบอกไหว,Boy Peacemaker,56673,2019-03-24,0.501,0.127,149.97799999999998,0.0345,0.38799999999999996,0.0,4,0.521,9,246869,-8.259,0.311,1
16458,59,Day 1 ◑,HONNE,56561,2019-03-24,0.581,0.257,94.555,0.0881,0.21,0.000708,4,0.503,6,233601,-7.007000000000001,0.633,1
16459,60,ไปเถอะ,The Parkinson,56020,2019-03-24,0.521,0.12,129.999,0.0323,0.644,5.17e-06,3,0.723,1,236000,-7.571000000000001,0.409,1
16460,61,อย่ายิ้ม,Cyanide,55491,2019-03-24,0.706,0.8540000000000001,97.045,0.0638,0.613,0.0,4,0.804,0,197938,-4.508,0.649,0
16461,62,แพ้ทุกที (LOOPER),fellow fellow,54925,2019-03-24,0.598,0.465,91.98299999999999,0.0544,0.209,1.05e-05,4,0.715,0,202000,-7.1610000000000005,0.5579999999999999,1
16462,63,กอดความเจ็บช้ำ,Safeplanet,54800,2019-03-24,0.833,0.13699999999999998,184.049,0.0352,0.275,0.0,4,0.39399999999999996,1,245875,-5.75,0.35100000000000003,1
16463,64,เอาไงดีว้า,Marc Tatchapon,52907,2019-03-24,0.623,0.055999999999999994,179.976,0.0482,0.11900000000000001,0.0,4,0.711,9,219557,-6.597,0.963,1
16464,65,Senorita,(G)I-DLE,52617,2019-03-24,0.8079999999999999,0.331,120.021,0.0362,0.0159,4.33e-05,4,0.782,0,197616,-3.139,0.42,1
16465,66,Wow.,Post Malone,52479,2019-03-24,0.539,0.10099999999999999,99.947,0.17800000000000002,0.163,2.1000000000000002e-06,4,0.833,11,149520,-7.399,0.385,0
16466,67,Stars,The Toys,51195,2019-03-24,0.479,0.0938,139.955,0.0315,0.295,2.16e-06,3,0.7,3,164571,-8.291,0.22,1
16467,68,Good Luck feat. Maiyarap,Lipta,50776,2019-03-24,0.6890000000000001,0.10800000000000001,98.04899999999999,0.0843,0.408,1.44e-06,4,0.741,0,197500,-7.0360000000000005,0.727,1
16468,69,LET U GO,BNK48,49843,2019-03-24,0.456,0.348,110.999,0.0322,0.655,0.000705,4,0.659,11,218378,-8.105,0.284,1
16469,70,ต่อให้,Season Five,49127,2019-03-24,0.48200000000000004,0.1,150.059,0.10099999999999999,0.836,0.00247,4,0.695,5,251031,-8.232000000000001,0.373,0
16470,71,รอสายคนโสด (THE RAPISODE),OG-ANIC,48690,2019-03-24,0.634,0.155,139.966,0.0643,0.11199999999999999,0.0,4,0.8079999999999999,3,210000,-7.535,0.7170000000000001,0
16471,72,La Vie en Rose,IZ*ONE,48609,2019-03-24,0.9079999999999999,0.115,115.975,0.0548,0.0899,0.0,4,0.698,9,218994,-1.2109999999999999,0.606,0
16472,73,ยิ้มก็พอ feat. Wonderframe,TOR Saksit,48153,2019-03-24,0.556,0.0854,104.0,0.0614,0.583,7.54e-06,4,0.812,10,245636,-5.212000000000001,0.5589999999999999,1
16473,74,เหงา,Image,47837,2019-03-24,0.6459999999999999,0.528,111.037,0.0287,0.068,0.000258,4,0.603,7,231351,-6.303,0.23800000000000002,1
16474,75,On My Way,Alan Walker,47265,2019-03-24,0.6890000000000001,0.301,170.08700000000002,0.102,0.0209,0.0,4,0.509,1,193798,-4.928999999999999,0.297,0
16475,76,Paris in the Rain,Lauv,45621,2019-03-24,0.408,0.39399999999999996,76.309,0.0524,0.7709999999999999,7.88e-06,4,0.426,3,204712,-9.419,0.528,1
16476,77,Forever Young,BLACKPINK,44857,2019-03-24,0.96,0.0882,109.863,0.095,0.0426,0.0,4,0.6,4,237077,-1.807,0.503,1
16477,78,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,44724,2019-03-24,0.46799999999999997,0.358,95.266,0.36200000000000004,0.40399999999999997,3.65e-06,4,0.541,10,158027,-4.039,0.69,0
16478,79,รถด่วนขบวนสุดท้าย,YOUNGOHM,44410,2019-03-24,0.521,0.0958,97.014,0.0465,0.0541,1.3500000000000001e-05,4,0.7829999999999999,11,205361,-8.199,0.306,0
16479,80,Who Do You Love,The Chainsmokers,43954,2019-03-24,0.835,0.21899999999999997,140.024,0.0447,0.007909999999999999,0.0,4,0.51,3,226747,-4.673,0.435,1
16480,81,I Like Me Better,Lauv,43816,2019-03-24,0.505,0.10400000000000001,91.97,0.253,0.535,2.55e-06,4,0.752,9,197437,-7.621,0.419,1
16481,82,เวลาเธอยิ้ม,Polycat,42927,2019-03-24,0.669,0.17800000000000002,82.99700000000001,0.0419,0.244,0.0,4,0.598,4,227000,-5.506,0.7879999999999999,1
16482,83,Don't Call Me Up,Mabel,42145,2019-03-24,0.8809999999999999,0.0793,98.994,0.147,0.29600000000000004,3.01e-06,4,0.674,9,178480,-2.853,0.23399999999999999,1
16483,84,As If It's Your Last,BLACKPINK,41593,2019-03-24,0.853,0.0759,125.03399999999999,0.0816,0.0688,0.0,4,0.7859999999999999,8,213264,-2.687,0.45,1
16484,85,Without Me,Halsey,41568,2019-03-24,0.488,0.0936,136.041,0.0705,0.297,9.11e-06,4,0.752,6,201661,-7.05,0.5329999999999999,1
16485,86,2002,Anne-Marie,41092,2019-03-24,0.6829999999999999,0.13699999999999998,96.133,0.11699999999999999,0.0372,0.0,4,0.6970000000000001,1,186987,-2.8810000000000002,0.603,0
16486,87,นอนได้แล้ว,The Toys,40019,2019-03-24,0.7190000000000001,0.0934,168.007,0.152,0.0701,0.0,4,0.659,1,212000,-7.9639999999999995,0.66,1
16487,88,ไม่อยู่ในชีวิตแต่อยู่ในหัวใจ,Lula,39496,2019-03-24,0.48,0.111,128.046,0.0472,0.381,4.7600000000000005e-05,4,0.634,9,258750,-9.913,0.275,1
16488,89,Big Plans,Why Don't We,38630,2019-03-24,0.604,0.114,75.014,0.0427,0.0668,0.0,4,0.693,11,179930,-5.279,0.6509999999999999,1
16489,90,Bon Bon Chocolat,EVERGLOW,38410,2019-03-24,0.828,0.0747,139.92700000000002,0.0613,0.0343,0.0,4,0.7190000000000001,6,228682,-5.559,0.634,1
16490,91,So Am I,Ava Max,38272,2019-03-24,0.6559999999999999,0.353,130.089,0.0435,0.0737,0.0,4,0.682,6,183027,-4.67,0.607,1
16491,92,Best Part (feat. Daniel Caesar),H.E.R.,38084,2019-03-24,0.371,0.109,75.208,0.0405,0.795,0.0,4,0.473,4,209400,-10.219,0.413,0
16492,93,LOVE SCENARIO,iKON,37999,2019-03-24,0.7070000000000001,0.294,118.01100000000001,0.0307,0.331,0.0,4,0.8059999999999999,7,209648,-4.623,0.746,1
16493,94,พอจะรู้,MEYOU,37861,2019-03-24,0.302,0.0868,124.978,0.0479,0.684,0.0,3,0.73,6,181460,-11.773,0.48,0
16494,95,พบกันใหม่,Polycat,37651,2019-03-24,0.807,0.109,88.991,0.0375,0.312,0.000325,4,0.664,0,314000,-5.542000000000001,0.593,1
16495,96,Love Shot,EXO,37321,2019-03-24,0.6779999999999999,0.0889,145.88299999999998,0.11900000000000001,0.0702,0.0,4,0.6890000000000001,5,200306,-4.287,0.335,0
16496,97,wish you were gay,Billie Eilish,36731,2019-03-24,0.35100000000000003,0.752,118.02799999999999,0.24100000000000002,0.39,9.38e-06,4,0.853,7,221543,-10.198,0.282,1
16497,98,gogobebe,Mamamoo,36242,2019-03-24,0.787,0.228,96.929,0.08199999999999999,0.114,0.0,4,0.7040000000000001,0,195856,-3.114,0.7070000000000001,1
16498,99,Last Hurrah,Bebe Rexha,36080,2019-03-24,0.618,0.11699999999999999,84.259,0.0317,0.175,0.0,4,0.514,11,150333,-4.585,0.401,0
16499,100,เพื่อนไม่จริง,Polycat,36040,2019-03-24,0.726,0.0459,116.985,0.0339,0.159,0.0,4,0.6759999999999999,11,274000,-4.953,0.7340000000000001,0
16500,101,ความเงียบดังที่สุด,Getsunova,35904,2019-03-24,0.5329999999999999,0.105,136.046,0.0268,0.27899999999999997,0.0,4,0.498,7,262210,-6.143,0.16699999999999998,1
16501,102,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,35249,2019-03-24,0.752,0.0701,100.066,0.0711,0.18,0.0,4,0.764,8,187200,-3.713,0.698,0
